SalesOrderNumber,OrderDate,ProductKey,ResellerKey,EmployeeKey,SalesTerritoryKey,Quantity,Unit Price,Sales,Cost
SO69422,2020-05-07,400,650,282,1,2,37.15,74.30,54.99
SO69422,2020-05-07,591,650,282,1,2,113.00,226.00,616.44
SO69422,2020-05-07,359,650,282,1,2,1376.99,2753.98,2503.96
SO69422,2020-05-07,556,650,282,1,2,105.29,210.58,155.84
SO69422,2020-05-07,543,650,282,1,2,37.25,74.50,55.14
SO69422,2020-05-07,512,650,282,1,2,218.45,436.90,398.75
SO69422,2020-05-07,595,650,282,1,2,113.00,226.00,616.44
SO69422,2020-05-07,511,650,282,1,2,218.45,436.90,398.75
SO69422,2020-05-07,599,650,282,1,2,323.99,647.98,589.16
SO69422,2020-05-07,290,650,282,1,2,818.70,1637.40,1494.40
SO44100,2017-09-16,307,293,287,1,2,722.59,1445.18,1247.68
SO44100,2017-09-16,304,293,287,1,2,714.70,1429.40,1234.06
SO44100,2017-09-16,296,293,287,1,2,714.70,1429.40,1234.06
SO44100,2017-09-16,215,293,287,1,2,20.19,40.38,24.06
SO44100,2017-09-16,229,293,287,1,2,28.84,57.68,63.45
SO44100,2017-09-16,344,293,287,1,2,2039.99,4079.98,3824.31
SO44762,2017-12-16,296,293,287,1,2,714.70,1429.40,1234.06
SO44762,2017-12-16,235,293,287,1,2,28.84,57.68,63.45
SO44762,2017-12-16,293,293,287,1,2,722.59,1445.18,1247.68
SO44762,2017-12-16,345,293,287,1,2,2039.99,4079.98,3824.31
SO45542,2018-03-11,346,293,287,1,2,2039.99,4079.98,3824.31
SO45542,2018-03-11,344,293,287,1,2,2039.99,4079.98,3824.31
SO45542,2018-03-11,307,293,287,1,2,722.59,1445.18,1247.68
SO45542,2018-03-11,232,293,287,1,2,28.84,57.68,63.45
SO45542,2018-03-11,229,293,287,1,2,28.84,57.68,63.45
SO45542,2018-03-11,348,293,287,1,2,2024.99,4049.98,3796.19
SO46348,2018-06-11,292,293,287,1,2,818.70,1637.40,1413.62
SO46348,2018-06-11,346,293,287,1,2,850.00,1700.00,3824.31
SO46348,2018-06-11,300,293,287,1,2,809.76,1619.52,1398.19
SO46348,2018-06-11,344,293,287,1,2,850.00,1700.00,3824.31
SO47387,2018-09-10,360,293,287,1,2,1229.46,2458.92,2211.62
SO47387,2018-09-10,427,293,287,1,2,209.26,418.52,371.64
SO47387,2018-09-10,419,293,287,1,2,52.65,105.30,77.92
SO47387,2018-09-10,366,293,287,1,2,647.99,1295.98,1196.87
SO47387,2018-09-10,308,293,287,1,2,744.27,1488.54,1321.83
SO47387,2018-09-10,468,293,287,1,2,22.79,45.58,31.34
SO47387,2018-09-10,305,293,287,1,2,736.15,1472.30,1307.39
SO47387,2018-09-10,297,293,287,1,2,736.15,1472.30,1307.39
SO48328,2018-12-14,366,293,287,1,2,647.99,1295.98,1196.87
SO48328,2018-12-14,396,293,287,1,2,74.84,149.68,110.76
SO48328,2018-12-14,352,293,287,1,2,1242.85,2485.70,2235.71
SO48328,2018-12-14,420,293,287,1,2,141.62,283.24,209.59
SO48328,2018-12-14,393,293,287,1,2,137.69,275.38,203.79
SO49503,2019-03-18,470,293,287,1,2,22.79,45.58,31.34
SO49503,2019-03-18,399,293,287,1,2,33.77,67.54,49.99
SO49503,2019-03-18,410,293,287,1,2,36.45,72.90,53.94
SO49503,2019-03-18,297,293,287,1,2,736.15,1472.30,1307.39
SO49503,2019-03-18,421,293,287,1,2,196.33,392.66,290.57
SO50678,2019-06-06,297,293,287,1,2,736.15,1472.30,1307.39
SO50678,2019-06-06,409,293,287,1,2,209.26,418.52,371.64
SO50678,2019-06-06,358,293,287,1,2,1229.46,2458.92,2211.62
SO50678,2019-06-06,421,293,287,1,2,196.33,392.66,290.57
SO50678,2019-06-06,410,293,287,1,2,36.45,72.90,53.94
SO53493,2019-09-08,533,293,287,1,2,149.87,299.74,273.57
SO53493,2019-09-08,544,293,287,1,2,48.59,97.18,71.92
SO53493,2019-09-08,527,293,287,1,2,158.43,316.86,289.19
SO53493,2019-09-08,556,293,287,1,2,105.29,210.58,155.84
SO53493,2019-09-08,543,293,287,1,2,37.25,74.50,55.14
SO53493,2019-09-08,552,293,287,1,2,54.89,109.78,81.24
SO53493,2019-09-08,551,293,287,1,2,158.43,316.86,289.19
SO53493,2019-09-08,524,293,287,1,2,158.43,316.86,289.19
SO53493,2019-09-08,516,293,287,1,2,23.48,46.96,34.76
SO53493,2019-09-08,531,293,287,1,2,149.87,299.74,273.57
SO58940,2019-12-06,552,293,287,1,2,54.89,109.78,81.24
SO58940,2019-12-06,309,293,287,1,2,818.70,1637.40,1494.40
SO58940,2019-12-06,517,293,287,1,2,31.58,63.16,46.74
SO58940,2019-12-06,531,293,287,1,2,149.87,299.74,273.57
SO58940,2019-12-06,558,293,287,1,2,242.99,485.98,359.63
SO65258,2020-03-20,559,293,287,1,2,12.14,24.28,17.97
SO65258,2020-03-20,532,293,287,1,2,149.87,299.74,273.57
SO65258,2020-03-20,309,293,287,1,2,818.70,1637.40,1494.40
SO65258,2020-03-20,527,293,287,1,2,158.43,316.86,289.19
SO65258,2020-03-20,474,293,287,1,2,41.99,83.98,52.35
SO65258,2020-03-20,511,293,287,1,2,218.45,436.90,398.75
SO43849,2017-08-03,349,697,272,1,2,2024.99,4049.98,3796.19
SO43849,2017-08-03,350,697,272,1,2,2024.99,4049.98,3796.19
SO43849,2017-08-03,344,697,272,1,2,2039.99,4079.98,3824.31
SO43849,2017-08-03,347,697,272,1,2,2039.99,4079.98,3824.31
SO44510,2017-11-08,319,696,287,1,2,874.79,1749.58,1769.42
SO44567,2017-11-28,346,401,287,1,2,2039.99,4079.98,3824.31
SO44567,2017-11-28,349,401,287,1,2,2024.99,4049.98,3796.19
SO44567,2017-11-28,351,401,287,1,2,2024.99,4049.98,3796.19
SO45342,2018-02-26,349,401,287,1,2,2024.99,4049.98,3796.19
SO45342,2018-02-26,348,401,287,1,2,2024.99,4049.98,3796.19
SO46102,2018-05-30,348,401,287,1,2,2024.99,4049.98,3796.19
SO46613,2018-07-05,289,7,272,1,2,744.27,1488.54,1321.83
SO46958,2018-08-07,362,115,272,1,2,1229.46,2458.92,2211.62
SO47057,2018-08-28,233,401,287,1,2,28.84,57.68,58.16
SO47057,2018-08-28,360,401,287,1,2,1229.46,2458.92,2211.62
SO47057,2018-08-28,354,401,287,1,2,1242.85,2485.70,2235.71
SO47057,2018-08-28,469,401,287,1,2,22.79,45.58,31.34
SO47671,2018-10-04,221,253,272,1,2,20.19,40.38,27.76
SO47697,2018-10-18,412,673,272,1,2,180.13,360.26,266.59
SO48083,2018-11-28,458,401,287,1,2,44.99,89.98,61.87
SO48083,2018-11-28,456,401,287,1,2,44.99,89.98,61.87
SO50316,2019-05-31,233,401,287,1,2,28.84,57.68,58.16
SO50316,2019-05-31,352,401,287,1,2,1242.85,2485.70,2235.71
SO50316,2019-05-31,469,401,287,1,2,22.79,45.58,31.34
SO51821,2019-08-22,465,401,287,1,2,14.69,29.38,18.32
SO51821,2019-08-22,487,401,287,1,2,32.99,65.98,41.13
SO51821,2019-08-22,359,401,287,1,2,1376.99,2753.98,2503.96
SO51821,2019-08-22,400,401,287,1,2,37.15,74.30,54.99
SO51830,2019-08-24,234,433,272,1,2,29.99,59.98,76.98
SO51830,2019-08-24,436,433,272,1,2,356.90,713.80,721.89
SO53500,2019-09-10,509,672,287,1,2,200.05,400.10,399.70
SO53500,2019-09-10,522,672,287,1,2,23.48,46.96,34.76
SO53500,2019-09-10,568,672,287,1,2,334.06,668.12,922.89
SO53500,2019-09-10,494,672,287,1,2,602.35,1204.70,1203.49
SO53500,2019-09-10,495,672,287,1,2,602.35,1204.70,1203.49
SO53500,2019-09-10,217,672,287,1,2,20.99,41.98,26.17
SO53500,2019-09-10,585,672,287,1,2,334.06,668.12,922.89
SO53500,2019-09-10,548,672,287,1,2,48.59,97.18,71.92
SO53500,2019-09-10,507,672,287,1,2,200.05,400.10,399.70
SO53500,2019-09-10,500,672,287,1,2,602.35,1204.70,1203.49
SO53500,2019-09-10,503,672,287,1,2,200.05,400.10,399.70
SO53500,2019-09-10,577,672,287,1,2,728.91,1457.82,1510.30
SO53500,2019-09-10,493,672,287,1,2,200.05,400.10,399.70
SO57111,2019-11-16,361,307,272,1,2,1376.99,2753.98,2503.96
SO57111,2019-11-16,476,307,272,1,2,41.99,83.98,52.35
SO57136,2019-11-20,487,433,272,1,2,32.99,65.98,41.13
SO57136,2019-11-20,234,433,272,1,2,29.99,59.98,76.98
SO57136,2019-11-20,380,433,272,1,2,1466.01,2932.02,3109.90
SO57176,2019-11-28,471,401,287,1,2,38.10,76.20,47.50
SO58946,2019-12-08,493,672,287,1,2,200.05,400.10,399.70
SO58946,2019-12-08,496,672,287,1,2,602.35,1204.70,1203.49
SO58946,2019-12-08,570,672,287,1,2,445.41,890.82,922.89
SO58946,2019-12-08,503,672,287,1,2,200.05,400.10,399.70
SO58946,2019-12-08,562,672,287,1,2,1430.44,2860.88,2963.88
SO58946,2019-12-08,569,672,287,1,2,445.41,890.82,922.89
SO58946,2019-12-08,586,672,287,1,2,445.41,890.82,922.89
SO63289,2020-02-28,361,401,287,1,2,1376.99,2753.98,2503.96
SO65252,2020-03-19,492,672,287,1,2,602.35,1204.70,1203.49
SO65252,2020-03-19,577,672,287,1,2,728.91,1457.82,1510.30
SO65252,2020-03-19,560,672,287,1,2,728.91,1457.82,1510.30
SO65252,2020-03-19,568,672,287,1,2,445.41,890.82,922.89
SO65252,2020-03-19,500,672,287,1,2,602.35,1204.70,1203.49
SO69552,2020-05-29,475,401,287,1,2,41.99,83.98,52.35
SO43871,2017-08-16,270,527,287,3,2,183.94,367.88,362.97
SO43871,2017-08-16,212,527,287,3,2,20.19,40.38,24.06
SO43871,2017-08-16,232,527,287,3,2,28.84,57.68,63.45
SO43871,2017-08-16,322,527,287,3,2,419.46,838.92,826.29
SO44517,2017-11-10,235,527,287,3,2,28.84,57.68,63.45
SO44517,2017-11-10,326,527,287,3,2,419.46,838.92,826.29
SO44517,2017-11-10,332,527,287,3,2,419.46,838.92,826.29
SO44517,2017-11-10,229,527,287,3,2,28.84,57.68,63.45
SO44517,2017-11-10,320,527,287,3,2,419.46,838.92,826.29
SO44517,2017-11-10,232,527,287,3,2,28.84,57.68,63.45
SO44517,2017-11-10,342,527,287,3,2,419.46,838.92,826.29
SO45298,2018-02-12,316,527,287,3,2,874.79,1749.58,1769.42
SO45298,2018-02-12,318,527,287,3,2,874.79,1749.58,1769.42
SO45298,2018-02-12,326,527,287,3,2,419.46,838.92,826.29
SO45298,2018-02-12,319,527,287,3,2,874.79,1749.58,1769.42
SO45298,2018-02-12,324,527,287,3,2,419.46,838.92,826.29
SO46055,2018-05-15,285,527,287,3,2,178.58,357.16,352.40
SO46055,2018-05-15,310,527,287,3,2,2146.96,4293.92,4342.59
SO46055,2018-05-15,320,527,287,3,2,419.46,838.92,826.29
SO46055,2018-05-15,338,527,287,3,2,419.46,838.92,826.29
SO46055,2018-05-15,229,527,287,3,2,28.84,57.68,63.45
SO46055,2018-05-15,235,527,287,3,2,28.84,57.68,63.45
SO46055,2018-05-15,212,527,287,3,2,20.19,40.38,24.06
SO46055,2018-05-15,340,527,287,3,2,419.46,838.92,826.29
SO46055,2018-05-15,253,527,287,3,2,178.58,357.16,352.40
SO46980,2018-08-12,368,527,287,3,2,1466.01,2932.02,3037.57
SO46980,2018-08-12,331,527,287,3,2,469.79,939.58,973.41
SO46980,2018-08-12,422,527,287,3,2,67.54,135.08,99.96
SO46980,2018-08-12,273,527,287,3,2,202.33,404.66,374.31
SO46980,2018-08-12,433,527,287,3,2,324.45,648.90,600.24
SO46980,2018-08-12,239,527,287,3,2,780.82,1561.64,1444.51
SO46980,2018-08-12,407,527,287,3,2,65.60,131.20,97.09
SO46980,2018-08-12,389,527,287,3,2,600.26,1200.52,1211.30
SO46980,2018-08-12,379,527,287,3,2,1308.94,2617.88,2641.37
SO47352,2018-09-02,420,149,287,3,2,141.62,283.24,209.59
SO47352,2018-09-02,468,149,287,3,2,22.79,45.58,31.34
SO47352,2018-09-02,308,149,287,3,2,744.27,1488.54,1321.83
SO47352,2018-09-02,458,149,287,3,2,44.99,89.98,61.87
SO47352,2018-09-02,233,149,287,3,2,28.84,57.68,58.16
SO48004,2018-11-10,335,527,287,3,2,469.79,939.58,973.41
SO48004,2018-11-10,417,527,287,3,2,324.45,648.90,600.24
SO48004,2018-11-10,375,527,287,3,2,1308.94,2617.88,2641.37
SO48004,2018-11-10,377,527,287,3,2,1308.94,2617.88,2641.37
SO48004,2018-11-10,341,527,287,3,2,469.79,939.58,973.41
SO48004,2018-11-10,337,527,287,3,2,469.79,939.58,973.41
SO48004,2018-11-10,379,527,287,3,2,1308.94,2617.88,2641.37
SO48004,2018-11-10,327,527,287,3,2,469.79,939.58,973.41
SO48004,2018-11-10,370,527,287,3,2,1466.01,2932.02,3037.57
SO48004,2018-11-10,368,527,287,3,2,1466.01,2932.02,3037.57
SO48004,2018-11-10,331,527,287,3,2,469.79,939.58,973.41
SO48292,2018-12-03,352,149,287,3,2,1242.85,2485.70,2235.71
SO48292,2018-12-03,233,149,287,3,2,28.84,57.68,58.16
SO48292,2018-12-03,421,149,287,3,2,196.33,392.66,290.57
SO48292,2018-12-03,221,149,287,3,2,20.19,40.38,27.76
SO48292,2018-12-03,213,149,287,3,2,20.19,40.38,27.76
SO49116,2019-02-17,387,527,287,3,2,600.26,1200.52,1211.30
SO49116,2019-02-17,373,527,287,3,2,1308.94,2617.88,2641.37
SO49116,2019-02-17,331,527,287,3,2,469.79,939.58,973.41
SO49116,2019-02-17,327,527,287,3,2,469.79,939.58,973.41
SO49116,2019-02-17,335,527,287,3,2,469.79,939.58,973.41
SO49492,2019-03-13,364,149,287,3,2,647.99,1295.98,1196.87
SO49492,2019-03-13,352,149,287,3,2,1242.85,2485.70,2235.71
SO49492,2019-03-13,420,149,287,3,2,141.62,283.24,209.59
SO50221,2019-05-08,371,527,287,3,2,1308.94,2617.88,2641.37
SO50221,2019-05-08,286,527,287,3,2,183.94,367.88,340.29
SO50221,2019-05-08,383,527,287,3,2,600.26,1200.52,1211.30
SO50221,2019-05-08,337,527,287,3,2,469.79,939.58,973.41
SO50221,2019-05-08,333,527,287,3,2,469.79,939.58,973.41
SO50221,2019-05-08,385,527,287,3,2,600.26,1200.52,1211.30
SO50661,2019-06-02,420,149,287,3,2,141.62,283.24,209.59
SO50661,2019-06-02,362,149,287,3,2,1229.46,2458.92,2211.62
SO50661,2019-06-02,365,149,287,3,2,647.99,1295.98,1196.87
SO50661,2019-06-02,352,149,287,3,2,1242.85,2485.70,2235.71
SO50661,2019-06-02,297,149,287,3,2,736.15,1472.30,1307.39
SO50661,2019-06-02,427,149,287,3,2,209.26,418.52,371.64
SO50661,2019-06-02,358,149,287,3,2,1229.46,2458.92,2211.62
SO51730,2019-08-07,243,527,287,3,2,858.90,1717.80,1737.27
SO51730,2019-08-07,440,527,287,3,2,858.90,1717.80,1737.27
SO51730,2019-08-07,520,527,287,3,2,31.58,63.16,46.74
SO53454,2019-09-02,400,149,287,3,2,37.15,74.30,54.99
SO53454,2019-09-02,222,149,287,3,2,20.99,41.98,26.17
SO53454,2019-09-02,544,149,287,3,2,48.59,97.18,71.92
SO53454,2019-09-02,531,149,287,3,2,149.87,299.74,273.57
SO53454,2019-09-02,543,149,287,3,2,37.25,74.50,55.14
SO53454,2019-09-02,511,149,287,3,2,218.45,436.90,398.75
SO53454,2019-09-02,402,149,287,3,2,72.16,144.32,106.80
SO53454,2019-09-02,524,149,287,3,2,158.43,316.86,289.19
SO53454,2019-09-02,484,149,287,3,2,4.77,9.54,5.95
SO53454,2019-09-02,592,149,287,3,2,338.99,677.98,616.44
SO53454,2019-09-02,593,149,287,3,2,338.99,677.98,616.44
SO57049,2019-11-07,418,527,287,3,2,356.90,713.80,721.89
SO58906,2019-12-01,598,149,287,3,2,323.99,647.98,589.16
SO58906,2019-12-01,222,149,287,3,2,20.99,41.98,26.17
SO58906,2019-12-01,511,149,287,3,2,218.45,436.90,398.75
SO58906,2019-12-01,588,149,287,3,2,461.69,923.38,839.56
SO58906,2019-12-01,599,149,287,3,2,323.99,647.98,589.16
SO58906,2019-12-01,532,149,287,3,2,149.87,299.74,273.57
SO58906,2019-12-01,596,149,287,3,2,323.99,647.98,589.16
SO58906,2019-12-01,359,149,287,3,2,1376.99,2753.98,2503.96
SO58906,2019-12-01,298,149,287,3,2,809.76,1619.52,1478.08
SO58906,2019-12-01,515,149,287,3,2,16.27,32.54,24.08
SO58906,2019-12-01,524,149,287,3,2,158.43,316.86,289.19
SO63160,2020-02-08,547,527,287,3,2,48.59,97.18,71.92
SO65155,2020-03-02,544,149,287,3,2,48.59,97.18,71.92
SO65155,2020-03-02,363,149,287,3,2,1376.99,2753.98,2503.96
SO65155,2020-03-02,532,149,287,3,2,149.87,299.74,273.57
SO65155,2020-03-02,598,149,287,3,2,323.99,647.98,589.16
SO65155,2020-03-02,511,149,287,3,2,218.45,436.90,398.75
SO65155,2020-03-02,600,149,287,3,2,323.99,647.98,589.16
SO43916,2017-08-30,215,348,282,3,2,20.19,40.38,24.06
SO43916,2017-08-30,235,348,282,3,2,28.84,57.68,63.45
SO43916,2017-08-30,220,348,282,3,2,20.19,40.38,24.06
SO43916,2017-08-30,223,348,282,3,2,5.19,10.38,11.41
SO43916,2017-08-30,346,348,282,3,2,2039.99,4079.98,3824.31
SO43916,2017-08-30,212,348,282,3,2,20.19,40.38,24.06
SO43916,2017-08-30,292,348,282,3,2,818.70,1637.40,1413.62
SO43916,2017-08-30,345,348,282,3,2,2039.99,4079.98,3824.31
SO44118,2017-09-24,319,222,282,3,2,874.79,1749.58,1769.42
SO44569,2017-11-29,304,348,282,3,2,714.70,1429.40,1234.06
SO44569,2017-11-29,296,348,282,3,2,714.70,1429.40,1234.06
SO44569,2017-11-29,348,348,282,3,2,2024.99,4049.98,3796.19
SO44569,2017-11-29,223,348,282,3,2,5.19,10.38,11.41
SO44569,2017-11-29,307,348,282,3,2,722.59,1445.18,1247.68
SO44569,2017-11-29,347,348,282,3,2,2039.99,4079.98,3824.31
SO44569,2017-11-29,232,348,282,3,2,28.84,57.68,63.45
SO44780,2017-12-24,320,222,282,3,2,419.46,838.92,826.29
SO44780,2017-12-24,285,222,282,3,2,178.58,357.16,352.40
SO44780,2017-12-24,326,222,282,3,2,419.46,838.92,826.29
SO44780,2017-12-24,324,222,282,3,2,419.46,838.92,826.29
SO44780,2017-12-24,313,222,282,3,2,2146.96,4293.92,4342.59
SO45343,2018-02-27,212,348,282,3,2,20.19,40.38,24.06
SO45343,2018-02-27,350,348,282,3,2,2024.99,4049.98,3796.19
SO45343,2018-02-27,218,348,282,3,2,5.70,11.40,6.79
SO45343,2018-02-27,346,348,282,3,2,2039.99,4079.98,3824.31
SO45343,2018-02-27,296,348,282,3,2,714.70,1429.40,1234.06
SO45557,2018-03-18,342,222,282,3,2,419.46,838.92,826.29
SO45557,2018-03-18,318,222,282,3,2,874.79,1749.58,1769.42
SO45557,2018-03-18,334,222,282,3,2,419.46,838.92,826.29
SO46107,2018-05-31,300,348,282,3,2,809.76,1619.52,1398.19
SO46107,2018-05-31,348,348,282,3,2,2024.99,4049.98,3796.19
SO46107,2018-05-31,344,348,282,3,2,2039.99,4079.98,3824.31
SO46107,2018-05-31,223,348,282,3,2,5.19,10.38,11.41
SO46107,2018-05-31,296,348,282,3,2,714.70,1429.40,1234.06
SO46107,2018-05-31,349,348,282,3,2,2024.99,4049.98,3796.19
SO46107,2018-05-31,218,348,282,3,2,5.70,11.40,6.79
SO46367,2018-06-20,314,222,282,3,2,2146.96,4293.92,4342.59
SO46367,2018-06-20,320,222,282,3,2,419.46,838.92,826.29
SO46367,2018-06-20,342,222,282,3,2,419.46,838.92,826.29
SO46367,2018-06-20,262,222,282,3,2,183.94,367.88,362.97
SO46367,2018-06-20,340,222,282,3,2,419.46,838.92,826.29
SO46367,2018-06-20,310,222,282,3,2,2146.96,4293.92,4342.59
SO46671,2018-07-27,461,523,282,3,2,53.99,107.98,74.24
SO46671,2018-07-27,414,523,282,3,2,149.03,298.06,220.57
SO46671,2018-07-27,439,523,282,3,2,780.82,1561.64,1444.51
SO46671,2018-07-27,445,523,282,3,2,35.99,71.98,49.49
SO46671,2018-07-27,422,523,282,3,2,67.54,135.08,99.96
SO46671,2018-07-27,389,523,282,3,2,600.26,1200.52,1211.30
SO46671,2018-07-27,454,523,282,3,2,35.99,71.98,49.49
SO46671,2018-07-27,415,523,282,3,2,198.04,396.08,293.09
SO47041,2018-08-25,448,79,282,3,2,11.99,23.98,16.49
SO47041,2018-08-25,341,79,282,3,2,469.79,939.58,973.41
SO47041,2018-08-25,368,79,282,3,2,1466.01,2932.02,3037.57
SO47041,2018-08-25,233,79,282,3,2,28.84,57.68,58.16
SO47041,2018-08-25,224,79,282,3,2,5.19,10.38,10.46
SO47063,2018-08-29,362,348,282,3,2,1229.46,2458.92,2211.62
SO47065,2018-08-29,399,546,282,3,2,33.77,67.54,49.99
SO47065,2018-08-29,236,546,282,3,2,28.84,57.68,58.16
SO47065,2018-08-29,221,546,282,3,2,20.19,40.38,27.76
SO47065,2018-08-29,297,546,282,3,2,736.15,1472.30,1307.39
SO47065,2018-08-29,456,546,282,3,2,44.99,89.98,61.87
SO47065,2018-08-29,233,546,282,3,2,28.84,57.68,58.16
SO47065,2018-08-29,401,546,282,3,2,65.60,131.20,97.09
SO47065,2018-08-29,354,546,282,3,2,1242.85,2485.70,2235.71
SO47724,2018-10-29,415,523,282,3,2,198.04,396.08,293.09
SO47724,2018-10-29,414,523,282,3,2,149.03,298.06,220.57
SO47724,2018-10-29,464,523,282,3,2,14.13,28.26,19.43
SO47724,2018-10-29,273,523,282,3,2,202.33,404.66,374.31
SO47724,2018-10-29,254,523,282,3,2,183.94,367.88,340.29
SO48065,2018-11-23,213,79,282,3,2,20.19,40.38,27.76
SO48065,2018-11-23,379,79,282,3,2,1308.94,2617.88,2641.37
SO48065,2018-11-23,458,79,282,3,2,44.99,89.98,61.87
SO48065,2018-11-23,448,79,282,3,2,11.99,23.98,16.49
SO48065,2018-11-23,433,79,282,3,2,324.45,648.90,600.24
SO48065,2018-11-23,368,79,282,3,2,1466.01,2932.02,3037.57
SO48065,2018-11-23,375,79,282,3,2,1308.94,2617.88,2641.37
SO48065,2018-11-23,321,79,282,3,2,469.79,939.58,973.41
SO48065,2018-11-23,216,79,282,3,2,20.19,40.38,27.76
SO48089,2018-11-30,421,546,282,3,2,196.33,392.66,290.57
SO48089,2018-11-30,221,546,282,3,2,20.19,40.38,27.76
SO48089,2018-11-30,468,546,282,3,2,22.79,45.58,31.34
SO48089,2018-11-30,358,546,282,3,2,1229.46,2458.92,2211.62
SO48089,2018-11-30,297,546,282,3,2,736.15,1472.30,1307.39
SO48089,2018-11-30,236,546,282,3,2,28.84,57.68,58.16
SO48089,2018-11-30,453,546,282,3,2,35.99,71.98,49.49
SO48791,2019-01-30,368,523,282,3,2,1466.01,2932.02,3037.57
SO48791,2019-01-30,335,523,282,3,2,469.79,939.58,973.41
SO48791,2019-01-30,447,523,282,3,2,15.00,30.00,20.63
SO48791,2019-01-30,460,523,282,3,2,53.99,107.98,74.24
SO48791,2019-01-30,323,523,282,3,2,469.79,939.58,973.41
SO49147,2019-02-25,323,79,282,3,2,469.79,939.58,973.41
SO49147,2019-02-25,368,79,282,3,2,1466.01,2932.02,3037.57
SO49147,2019-02-25,329,79,282,3,2,469.79,939.58,973.41
SO49147,2019-02-25,221,79,282,3,2,20.19,40.38,27.76
SO49166,2019-02-28,421,546,282,3,2,196.33,392.66,290.57
SO49166,2019-02-28,367,546,282,3,2,647.99,1295.98,1196.87
SO49166,2019-02-28,366,546,282,3,2,647.99,1295.98,1196.87
SO49893,2019-04-30,454,523,282,3,2,35.99,71.98,49.49
SO49893,2019-04-30,339,523,282,3,2,469.79,939.58,973.41
SO49893,2019-04-30,414,523,282,3,2,149.03,298.06,220.57
SO49893,2019-04-30,271,523,282,3,2,202.33,404.66,374.31
SO49893,2019-04-30,213,523,282,3,2,20.19,40.38,27.76
SO49893,2019-04-30,464,523,282,3,2,14.13,28.26,19.43
SO49893,2019-04-30,333,523,282,3,2,469.79,939.58,973.41
SO49893,2019-04-30,263,523,282,3,2,202.33,404.66,374.31
SO49893,2019-04-30,447,523,282,3,2,15.00,30.00,20.63
SO50304,2019-05-28,456,79,282,3,2,44.99,89.98,61.87
SO50304,2019-05-28,263,79,282,3,2,202.33,404.66,374.31
SO50304,2019-05-28,331,79,282,3,2,469.79,939.58,973.41
SO50304,2019-05-28,325,79,282,3,2,469.79,939.58,973.41
SO50304,2019-05-28,271,79,282,3,2,202.33,404.66,374.31
SO50322,2019-05-31,409,546,282,3,2,209.26,418.52,371.64
SO50322,2019-05-31,401,546,282,3,2,65.60,131.20,97.09
SO50322,2019-05-31,308,546,282,3,2,744.27,1488.54,1321.83
SO50322,2019-05-31,456,546,282,3,2,44.99,89.98,61.87
SO50322,2019-05-31,464,546,282,3,2,14.13,28.26,19.43
SO50322,2019-05-31,448,546,282,3,2,11.99,23.98,16.49
SO50322,2019-05-31,427,546,282,3,2,209.26,418.52,371.64
SO51151,2019-07-22,482,523,282,3,2,5.39,10.78,6.72
SO51151,2019-07-22,390,523,282,3,2,672.29,1344.58,1426.16
SO51151,2019-07-22,434,523,282,3,2,356.90,713.80,721.89
SO51151,2019-07-22,240,523,282,3,2,858.90,1717.80,1737.27
SO51151,2019-07-22,584,523,282,3,2,323.99,647.98,687.30
SO51151,2019-07-22,481,523,282,3,2,5.39,10.78,6.72
SO51151,2019-07-22,287,523,282,3,2,202.33,404.66,409.25
SO51151,2019-07-22,255,523,282,3,2,202.33,404.66,409.25
SO51151,2019-07-22,606,523,282,3,2,323.99,647.98,687.30
SO51151,2019-07-22,430,523,282,3,2,356.90,713.80,721.89
SO51151,2019-07-22,246,523,282,3,2,858.90,1717.80,1737.27
SO51151,2019-07-22,472,523,282,3,2,38.10,76.20,47.50
SO51813,2019-08-21,534,348,282,3,2,149.87,299.74,273.57
SO51822,2019-08-22,490,546,282,3,2,32.39,64.78,83.14
SO51822,2019-08-22,525,546,282,3,2,158.43,316.86,289.19
SO51822,2019-08-22,591,546,282,3,2,338.99,677.98,616.44
SO51822,2019-08-22,594,546,282,3,2,338.99,677.98,616.44
SO51822,2019-08-22,592,546,282,3,2,338.99,677.98,616.44
SO51822,2019-08-22,543,546,282,3,2,37.25,74.50,55.14
SO51828,2019-08-23,287,79,282,3,2,202.33,404.66,409.25
SO51828,2019-08-23,384,79,282,3,2,672.29,1344.58,1426.16
SO51828,2019-08-23,234,79,282,3,2,29.99,59.98,76.98
SO53582,2019-09-24,222,223,282,3,2,20.99,41.98,26.17
SO53582,2019-09-24,552,223,282,3,2,54.89,109.78,81.24
SO53582,2019-09-24,603,223,282,3,2,72.89,145.78,107.88
SO53582,2019-09-24,573,223,282,3,2,1430.44,2860.88,2963.88
SO53582,2019-09-24,234,223,282,3,2,29.99,59.98,76.98
SO53582,2019-09-24,576,223,282,3,2,1430.44,2860.88,2963.88
SO55324,2019-10-29,547,523,282,3,2,48.59,97.18,71.92
SO55324,2019-10-29,606,523,282,3,2,323.99,647.98,687.30
SO55324,2019-10-29,231,523,282,3,2,29.99,59.98,76.98
SO55324,2019-10-29,255,523,282,3,2,202.33,404.66,409.25
SO55324,2019-10-29,436,523,282,3,2,356.90,713.80,721.89
SO55324,2019-10-29,584,523,282,3,2,323.99,647.98,687.30
SO55324,2019-10-29,488,523,282,3,2,32.39,64.78,83.14
